ano_teste,codigo_unidade,nome_unidade,status_unidade,anos_historico,demanda_bruta_observada_2025,demanda_2024,prev_ppml_base_2025,prev_persistencia_2025,prev_ppml_cag_fem_2025,prev_ppml_cond_total_observado_DIAGNOSTICO,prev_persistencia_cond_total_observado_DIAGNOSTICO
2025,10039,CP FUNDAÇÃO KLINGNER PARA O DESENVOLVIMENTO SOCIAL,continuante,1,243,281,214.64058477011005,258.3315685831199,206.757023976548,208.27316977128277,225.36715086473853
2025,1004,CP CRECHE CANTINHO FELIZ DE SANTA TERESA,continuante,1,136,159,121.88763455336822,146.17337866447,117.39271204084844,118.2717799224374,127.52091454623996
2025,10040,CP CICIM I,continuante,1,219,219,167.46290335891553,201.33314419823225,161.3029117467172,162.49503670994608,175.64201437500975
2025,10041,CP CRECHE BEZERRA DE MENEZES - SANTA CRUZ,continuante,1,173,154,118.09503820955364,141.57673153665647,113.73867961156162,114.5916927523654,123.51082289384247
2025,10042,CP CICIM II,continuante,1,179,184,140.8644987316074,169.1566143035376,135.6762586257475,136.6856864022122,147.57137280822735
2025,10043,CP CRECHE CANTINHO CASLU,continuante,1,168,172,131.75291559734308,158.12466119678513,126.8975644407866,127.84440271376016,137.9471528424734
2025,10044,CP CRECHE COMUNITÁRIA MAGIA DA CRIANÇA,continuante,1,93,130,99.9067195994734,119.51282532315156,96.21488991097274,96.94293926155332,104.26238296233456
2025,10045,CP ESPAÇO CRIATIVO ERA UMA VEZ,continuante,1,73,98,75.71208666111399,90.09428370514502,72.90428180639289,73.46605161273378,78.59779638699065
2025,10046,CP CRECHE COMUNITÁRIA DEUS É FIEL - CCDF,continuante,1,191,241,184.1959194090236,221.5583915606117,177.42460762349893,178.73165988315623,193.28641764555863
2025,10047,CP CENTRO CULTURAL MONTESSORI - SANTA CRUZ,continuante,1,194,272,207.78848362516177,250.0576037530556,200.15525294921065,201.62433946465495,218.14898589042303
2025,1005,CP CASA MATERNAL CORAÇÃO DE MÃE,continuante,1,48,42,33.70830538209262,38.61183587363358,32.43569330961425,32.708332476200326,33.68476988013885
2025,10051,CP CRECHE COMUNITÁRIA DEUS É FIEL - UNIDADE VI,continuante,1,244,291,222.25526535666228,267.52486283874697,214.09351535756997,215.6619572378082,233.3873341695335
2025,10052,CP CRECHE COMUNITÁRIA DEUS É FIEL - UNIDADE VII,continuante,1,493,567,432.7281359200449,521.2597842940534,416.8772200463337,419.8910500258604,454.7443933818745
2025,10053,CP CRECHE COMUNITÁRIA GÊNIO DO FUTURO,continuante,1,311,367,280.1615772749654,337.3938991815125,269.8843325342593,271.85045088129493,294.3407272859752
2025,10054,CP CRECHE COMUNITÁRIA AQUARELA DO SABER,continuante,1,51,114,87.79955681618333,104.80355451414827,84.55008992024112,85.19494121862273,91.4300896746626
2025,10055,CP ESPAÇO DE DESENVOLVIMENTO MÃE GAIA,continuante,1,140,80,62.14573285631344,73.54635404501634,59.83366240258313,60.30215014372334,64.16146643835972
2025,10056,CP CRECHE MUNDO DA BIBI,continuante,1,100,98,75.71208666111399,90.09428370514502,72.90428180639294,73.46605161273378,78.59779638699065
2025,10057,CP CENTRO CULTURAL MONTESSORI - PACIÊNCIA,continuante,1,358,353,269.4906536174052,324.5232872236346,259.6032490563473,261.49608524756445,283.11247065926227
2025,10058,CP CRECHE ESCOLA COMUNITÁRIA MALLETZINHO,continuante,1,261,213,162.90106383013628,195.81716764485603,156.90773425584456,158.06852631973075,170.82990439213276
2025,10059,CP CRECHE COMUNITÁRIA PLANETA BEBÊ,continuante,1,95,108,83.26414955019312,99.28757796077208,80.18039850683797,80.79407896555348,86.61797969178562
2025,1006,CP CRECHE DO TUIUTI,continuante,1,233,290,221.49374121848624,266.6055334131842,213.35981216722035,214.92302407526049,232.585315839054
2025,10060,CP CRECHE COMUNITÁRIA JARDIM DO CONHECIMENTO,continuante,1,83,94,72.69401361592053,86.4169660028942,69.99648963001323,70.53751113937943,75.38972306507267
2025,10061,CP CRECHE COMUNITÁRIA ESTRELA DO AMANHÃ,continuante,1,113,174,133.27118760614758,159.96332004791054,128.36036663729075,129.31763446155568,139.5511895034324
2025,10062,CP CENTRO CULTURAL DE DESENVOLVIMENTO INFANTIL JOÃO BATISTA,continuante,1,79,113,87.04345722640339,103.88422508858558,83.8216166963473,84.46127168266382,90.6280713441831
2025,10063,CP CRECHE COMUNITÁRIA UNIVERSO INFANTIL,continuante,1,313,323,246.6300362171844,296.9434044567535,237.57779894282888,239.31363893168225,259.0519207448774
2025,10064,CP CRECHE COMUNITÁRIA CORAÇÃO DE MÃE,continuante,1,269,282,215.40199570438452,259.2508980086826,207.49061805511235,209.0119930881765,226.169169195218
2025,10065,CP CRECHE MAGIA DA CRIANÇA II,continuante,1,94,168,128.71678575358726,154.44734349453432,123.97235935366392,124.89834110535796,134.7390795205554
2025,10066,CP CRECHE COMUNITÁRIA ARTE & CULTURA,continuante,1,219,210,160.62044514490344,193.0591793681679,154.7104357442195,155.85556327212353,168.42384940069425
2025,10067,CP CRECHE COMUNITÁRIA ARCA DE NOÉ,continuante,1,117,136,104.45102479229791,125.0288018765278,100.59316208613431,101.35243548022676,109.07449294521152
2025,10068,CP CRECHE COMUNITÁRIA TIA NEIDE - GUARATIBA,continuante,1,152,114,87.79955681618333,104.80355451414827,84.55008992024112,85.19494121862273,91.4300896746626
2025,10069,CP CRECHE E ESCOLA COMUNITÁRIA GENTE BAIXINHA II,continuante,1,411,461,351.84343349720695,423.8108651844067,338.9474497391861,341.40583075731263,369.7304503510479
2025,1007,CP EDUCANDÁRIO NOSSA SENHORA DE NAZARÉ,continuante,1,78,124,95.36454475954048,113.99684876977534,91.83867202833952,92.53551019784004,99.45027297945758
2025,10070,CP PEDACINHO DO CÉU,continuante,1,121,157,120.3704726696886,144.33471981334458,115.93098014375047,116.7996253673771,125.91687788528095
2025,10071,CP CRECHE COMUNITÁRIA ARTE & CULTURA - UNIDADE I,continuante,1,251,184,140.8644987316074,169.1566143035376,135.6762586257475,136.6856864022122,147.57137280822735
2025,10072,CP CRECHE COMUNITÁRIA DEUS É FIEL - UNIDADE X,continuante,1,219,235,179.63145313508195,216.04241500723552,173.02689807946766,174.30260067142268,188.4743076626817
2025,10073,CP NINHO CARIOCA,continuante,1,435,429,327.43521438607576,394.39232356640014,315.4309296868377,317.7216930710869,344.065863775704
2025,10074,CP CRECHE MUNDO MÁGICO II,continuante,1,201,211,161.38062851810665,193.9785087937306,155.44284654935882,156.59319544412878,169.22586773117376
2025,10075,CP CRECHE COMUNITÁRIA PEDACINHO DE CÉU,continuante,1,153,210,160.62044514490344,193.0591793681679,154.7104357442195,155.85556327212353,168.42384940069425
2025,10076,CP ESPAÇO DE DESENVOLVIMENTO MÃE GAIA - UNIDADE I,continuante,1,73,42,33.70830538209268,38.61183587363358,32.43569330961425,32.70833247620039,33.68476988013885
2025,10077,CP CRECHE COMUNITÁRIA CANTINHO DO SABER,continuante,1,40,61,47.880134618727766,56.07909495932496,46.0894239111481,46.459747660484574,48.92311815924929
2025,10078,CP CRECHE COMUNITÁRIA CRIANÇA FELIZ,continuante,1,72,75,58.38517425341227,68.94970691720282,56.21053009607304,56.65315029974807,60.15137478596224
2025,10079,CP CRECHE COMUNITÁRIA DEUS É FIEL - UNIDADE VIII,continuante,1,100,159,121.88763455336822,146.17337866447,117.39271204084844,118.2717799224374,127.52091454623996
2025,10080,CP ASSOCIAÇÃO CENTRO EDUCACIONAL REBRAL XII (GUARATIBA),continuante,1,154,114,87.79955681618333,104.80355451414827,84.55008992024105,85.19494121862273,91.4300896746626
2025,10081,CP CENTRO EDUCACIONAL ESTRELA DO AMANHÃ,continuante,1,228,313,239.01173190699276,287.75011020112646,230.23781489829395,231.92133524100203,251.0317374400824
2025,10082,CP CRECHE ESCOLA BAIXINHOS SABIDOS,continuante,1,70,95,73.44837173913737,87.3362954284569,70.7232832085773,71.26949087020883,76.19174139555217
2025,10083,CP CRECHE COMUNITÁRIA CRISTÃ CORDEIRINHO DE CRISTO,continuante,1,116,309,235.96470104428184,284.07279249887563,227.30210161758288,228.96469599755503,247.8236641181644
2025,10084,CP CRECHE COMUNITÁRIA AQUARELA DO SABER (GUARATIBA),continuante,1,284,273,208.5497739579808,250.9769331786183,200.88873078436032,202.36304575779275,218.9510042209026
2025,10085,CP CRECHE VIDA,continuante,1,50,98,75.71208666111399,90.09428370514502,72.90428180639289,73.46605161273378,78.59779638699065
2025,1009,CP CRECHE COMUNITÁRIA ANITA WAY,continuante,1,179,213,162.90106383013628,195.81716764485603,156.90773425584456,158.06852631973075,170.82990439213276
2025,1010,CP CENTRO CULTURAL MONTESSORI - SÃO CRISTÓVÃO,continuante,1,465,478,364.8123773793261,439.4394654189727,351.44260310484816,353.9900447530387,383.3647619691993
2025,101601,CM LADEIRA DOS FUNCIONÁRIOS,continuante,4,122,106,99.05270601430966,97.44891910964664,88.73417499317962,96.11426039543724,85.01394303082662
2025,101602,CM VIRGÍNIA LEMOS,continuante,4,58,67,60.65146965327913,61.5950715127012,54.3358048002554,58.85221496905974,53.73522814212627
2025,101603,CM SENNINHA,continuante,4,255,298,229.9564998734641,273.9601688176859,205.99280060188644,223.13473097109005,239.00146248289
2025,101604,CM SEMPRE VIDA P. CONQUISTA,continuante,4,68,72,55.724417730597246,66.19171864051471,49.92233767712104,54.07132638424841,57.74531979452375
2025,101605,CM CLEMENTE FERREIRA,continuante,4,199,233,181.4229102633968,214.2037561561101,162.51826371355276,176.04091337227146,186.87027100172267
2025,101606,CM QUINTA DO CAJU,continuante,4,143,177,128.85062975279402,162.72130832459865,115.42602013500624,125.02821455869169,141.95724449487088
2025,101607,CM TIA DORA,continuante,4,259,361,239.4881575123699,331.8779226281363,214.53089557357413,232.38362745427747,289.52861730309826
2025,101801,EDI PARQUE DA ALEGRIA,continuante,4,271,338,251.4915230913581,310.73334584019403,225.28305211301023,244.03090748632252,271.0821957020698
2025,101802,EDI MACHADO DE ASSIS,continuante,4,152,206,127.08701145015164,189.38186166591709,113.84623807991224,123.3169148315157,165.2157760787763
2025,101803,EDI ANTÔNIO RAPOSO TAVARES,continuante,4,38,57,47.634219877989175,52.401777257074144,42.675442817259885,46.221128097451015,45.7150448373313
2025,1019601,CM SEMPRE VIDA VALE DO SOL,continuante,4,29,40,48.86494364419754,36.77317702250817,43.77787896475043,47.41534185798286,32.08073321917986
2025,1019602,CM SEMPRE VIDA ANTARES,continuante,4,151,175,170.3064489542671,160.88264947347324,152.56056187768195,165.2542271732378,140.35320783391188
2025,1019603,CM JARDIM DOS VIEIRAS,continuante,4,137,150,117.21164047974018,137.89941383440564,105.00025707114216,113.7345014362214,120.30274957192448
2025,1019604,CM AYRTON SENNA,continuante,4,63,81,65.0519691841677,74.46568347057905,58.27760587679057,63.122171589131504,64.96348476883922
2025,1019605,CM MARLENE DA SILVA CARDOSO,continuante,4,57,86,60.475474708510696,79.06233059839256,54.17815517865762,58.681440998005286,68.9735764212367
2025,1019606,CM TRINTA E UM DE OUTUBRO,continuante,4,124,120,99.22897184727682,110.31953106752452,88.89206721919201,96.2852972186632,96.2421996575396
2025,1019607,CM ADALTO BASTOS,continuante,4,221,211,156.0153801254039,193.9785087937306,139.75916765067294,151.38710969592182,169.22586773117376
2025,1019609,CM CANTINHO DA TIA DOLORES,continuante,4,76,166,133.965372535743,152.6086846434089,120.00761174612748,129.99122606516198,133.1350428595964
2025,1019610,CM CHAVE DO TAMANHO,continuante,4,56,49,93.06013751214626,45.04714185257251,83.36626009127734,90.2994642870783,39.298898193495326
2025,1019611,CM CRIANÇA FELIZ,continuante,4,51,73,51.15097029078287,67.11104806607742,45.82561571080186,49.63355243719781,58.54733812500325
2025,1019612,CM DANIELA PEREZ,continuante,4,305,342,316.28273040919424,314.41066354244487,283.32054117800874,306.90005283386733,274.2902690239878
2025,1019613,CM DJANIRA MARIA RAMOS,continuante,4,128,111,95.52755233989208,102.04556623746018,85.57647644688778,92.69368208081796,89.02403468322412
2025,1019614,CM INSPETOR HERALDO CARVALHO DE SOUSA,continuante,4,240,268,195.5403382824675,246.3802860508048,175.16411691857584,189.7395411769756,214.94091256850507
2025,1019615,CM MARCOLINA,continuante,4,44,74,50.27167035888544,68.03037749164012,45.03797189698657,48.78033735584638,59.34935645548275
2025,1019616,CM MARIA HELENA PAPERA MONTEIRO,continuante,4,60,93,57.13196958949748,85.4976365773315,51.18316953916169,55.43712254802888,74.58770473459317
2025,1019618,CM LEUZA MARINS NOVAES S. SANTOS,continuante,4,75,107,85.30654587081712,98.36824853520936,76.42088744021595,82.77588662826165,85.81596136130612
2025,1019619,CM SANTA TEREZINHA,continuante,4,41,67,65.22801297735225,61.5950715127012,58.43529924481879,63.29299295949059,53.73522814212627
2025,1019620,CM SEMENTINHA DO AMOR,continuante,4,68,81,90.7691172249298,74.46568347057905,81.31405123485881,88.0764082059558,64.96348476883922
2025,1019621,CM SEMPRE VIDA ESTRELA DO ALAGADO,continuante,4,48,63,90.41666591890808,57.91775381045038,80.99833875510511,87.73441253550139,50.52715482020829
2025,1019623,CM SEMPRE VIDA TERRA DA PAZ,continuante,4,243,258,203.6584382703521,237.18699179517773,182.43600100809377,197.61681386894037,206.92072926371011
2025,1019624,CM ZACARIAS - O TRAPALHÃO,continuante,4,27,26,61.53147435857699,23.902565064630316,55.12407975808858,59.70611391637361,20.85247659246691
2025,1019625,CM NARIZINHO,continuante,4,41,61,45.17325946128965,56.07909495932496,40.4710067281939,43.83317324158519,48.92311815924929
2025,1019626,CM PEDRINHO,continuante,4,52,50,43.94304052782617,45.96647127813522,39.369022649442165,42.63944933769482,40.10091652397483
2025,1019627,CM VOVÓ BENTA,continuante,4,104,126,69.98182510492992,115.83550762090076,62.6935841303906,67.90578099008695,101.05430964041658
2025,1019628,CM IRINÉA DOS SANTOS PAIVA,continuante,4,77,127,123.55991463665858,116.75483704646346,110.68679917543402,119.8944510219655,101.85632797089607
2025,1019630,CM ESTRELA DALVA,continuante,4,69,89,66.28431201223694,81.82031887508069,59.381491940244544,64.31795638128433,71.3796314126752
2025,1019631,CM TIA HILDA MACEDO,continuante,4,147,122,165.18968356691778,112.15818991864992,147.97715867424148,160.2892530638883,97.84623631849858
2025,1019632,CM MIRIAM PIRES,continuante,4,326,333,290.1529043696246,306.1366987123805,259.9144410085021,281.5453805072794,267.0721040496724
2025,1019633,CM MERILUCE DE OLIVEIRA MÜLLER,continuante,4,44,52,69.45356633082098,47.80513012926063,62.22038993572932,67.39319326367443,41.70495318493382
2025,1019801,EDI SARGENTO IZO GOMES PATRÍCIO,continuante,4,217,243,236.48740801495308,223.39705041173715,211.84293875186876,229.47189661741845,194.89045430651765
2025,1019802,EDI LARISSA DOS SANTOS ATANAZIO,continuante,4,120,102,101.52049550814472,93.77160140739583,90.94472691007884,98.50884174061846,81.80586970890865
2025,1019803,EDI LARYSSA SILVA MARTINS,continuante,4,189,225,202.42304986686983,206.84912075160847,181.32938723447413,196.4180738498172,180.4541243578867
2025,1019804,EDI PROFESSORA MARIA LUIZA JOBIM DE QUEIROZ,continuante,4,55,63,56.95601751982585,57.91775381045038,51.02555831395922,55.26639018016109,50.52715482020829
2025,1019806,EDI PROFESSOR RUBEM GONÇALVES,continuante,4,64,105,86.53994817019353,96.52958968408394,77.5257223523388,83.97269946200157,84.21192470034713
2025,1019807,EDI PROFESSOR ANTONIO ALFREDO MERCADANTE,continuante,4,107,109,89.53555363810025,100.20690738633476,80.20907187148933,86.87943886943168,87.4199980222651
2025,1019808,EDI GEÓGRAFO AZIZ AB' SABER,continuante,4,82,80,82.31135164972882,73.54635404501634,73.73790623782848,79.86954626781757,64.16146643835972
2025,1019809,EDI PROFESSORA CARMEN FRAGA DE ARAÚJO,continuante,4,48,55,75.617395156574,50.563118405948735,67.74171410924264,73.37416917669738,44.1110081763723
2025,1019810,EDI PROFESSORA ROSELE NICOLAU JORGE COUTINHO,continuante,4,51,39,40.42919872061272,35.853847596945464,36.22145434486624,39.22984731836082,31.27871488870036
2025,1019811,EDI PROFESSORA RAQUEL KELLY LANERA,continuante,4,55,43,40.78050660195154,39.53116529919628,36.5361428529266,39.57073348436915,34.48678821061835
2025,1019815,EDI JOÃO CORRÊA,continuante,4,92,101,105.57502543806068,92.85227198183313,94.5766204872744,102.44309211242296,81.00385137842915
2025,1019818,EDI RENÉE BISCAIA RAPOSO,continuante,4,41,107,95.35130302406247,98.36824853520936,85.41859901408105,92.52266128474082,85.81596136130612
2025,1019820,EDI INAIÁ WANDERLEY CARMO,continuante,4,54,124,99.75777387110983,113.99684876977534,89.36574794989636,96.79841207903844,99.45027297945758
2025,1019821,EDI PROFESSORA SOLANGE INÁCIA DE SÁ DE LACERDA,continuante,4,120,162,186.18739045855492,148.9313669411581,166.78610323887685,180.66405299715137,129.92696953767845
2025,1019822,EDI PROFESSORA KATIA MIRANDA SANTOS,continuante,4,36,142,150.0172398639069,130.544778429904,134.3862623963361,145.56690711711903,113.8866029280885
2025,1019824,EDI PROFESSORA LILIA CHAVES DA COSTA,continuante,4,26,48,117.564304609951,44.12781242700981,105.31616016352504,114.07670361733412,38.49687986301584
2025,1019826,EDI THAMIRIS DE ANDRADE DA SILVA SANTOS,continuante,4,140,147,165.18968356691792,135.14142555771753,147.97715867424148,160.28925306388845,117.89669458048598
2025,1019827,EDI MEDALHISTA OLÍMPICA POLIANA OKIMOTO,continuante,4,200,256,223.0727794356063,235.34833294405232,199.82662665594103,216.4552193729104,205.3166926027511
2025,1019828,EDI MEDALHISTA OLÍMPICO ERLON DE SOUZA SILVA,continuante,4,171,212,196.77567548016444,194.8978382192933,176.27068482736692,190.9382315093574,170.02788606165325
2025,1019829,EDI ERASMO CARLOS,continuante,1,94,114,87.79955681618333,104.80355451414827,84.55008992024112,85.19494121862273,91.4300896746626
2025,1019830,EDI GAL COSTA,continuante,1,109,138,105.96623502895486,126.8674607276532,102.05301219610948,102.82269628480124,110.67852960617051
2025,1019831,EDI PROFESSORA MARIA MESQUITA DE SIQUEIRA,continuante,4,218,307,246.54889150899763,282.23413364775024,220.8556314786668,239.2349014198444,246.21962745720543
2025,102601,CM SEMPRE VIDA SANTO ANTÔNIO DE PÁDUA,continuante,4,142,222,147.5475271251038,204.0911324749204,132.17398791966903,143.1704595809462,178.04806936644823
2025,102602,CM ANA MARIA DA CRUZ SILVA,continuante,4,249,361,275.67638604103786,331.8779226281363,246.94692876613945,267.4983149778218,289.52861730309826
2025,102604,CM ARCO-ÍRIS,continuante,4,292,371,301.2755167679521,341.07121688376327,269.8776523898404,292.3380353205253,297.5488006078932
2025,102605,CM ALDEIA DOS CURUMINS,continuante,4,281,368,311.3391154013865,338.3132286070752,278.8922396751044,302.1030925157254,295.1427456164547
2025,102606,CM GEORGE SAVALLA GOMES - PALHAÇO CAREQUINHA,continuante,4,279,398,292.0949231377997,365.8931113739563,261.6540272507568,283.4297883653569,319.2032955308396
2025,1026601,CM SONHO DE CRIANÇA,continuante,4,248,330,274.61715376896655,303.3787104356924,245.99810894904908,266.4705053347172,264.66604905823385
2025,1026602,CM NOSSA SENHORA DA GLÓRIA,continuante,4,118,159,155.48611778985082,146.17337866447,139.2850746398129,150.87354817919257,127.52091454623996
2025,1026603,CM SEMPRE VIDA COLÔNIA DOS PESCADORES,continuante,4,116,124,150.72288410524644,113.99684876977534,135.0183515934298,146.2516180865382,99.45027297945758
2025,1026604,CM JOSEPHA FERREIRA DA COSTA,continuante,4,319,396,304.45346718463645,364.0544525228309,272.7243389952052,295.42171032713094,317.59925886988066
2025,1026801,EDI SAMIRA PIRES RIBEIRO,continuante,4,36,104,134.1417493665746,95.61026025852124,120.16560338707517,130.16237059344795,83.40990636986764
2025,1026802,EDI PROFESSOR MARCOS FLAMÍNIO PORTUGAL PINTO,continuante,4,387,396,420.99288011023566,364.0544525228309,377.1158934465724,408.50392615921794,317.59925886988066
2025,1026803,EDI PADRE CARLOS HENRIQUE DE SOUZA,continuante,4,99,116,126.20521952945082,106.6422133652737,113.05636248512992,122.46128168739354,93.0341263356216
2025,1026805,EDI MEDALHISTA OLÍMPICO IZAQUIAS QUEIROZ DOS SANTOS,continuante,4,330,381,348.5941521907166,350.2645111393903,312.26387862187124,338.2529409256616,305.5689839126881
2025,1026806,EDI MEDALHISTA OLÍMPICO FELIPE ALMEIDA WU,continuante,4,253,270,279.560267806721,248.2189449019302,250.42596172441608,271.2669795443207,216.54494922946407
2025,1026807,EDI ALFREDO FERNANDO VAZ GUIMARÃES JÚNIOR,continuante,4,379,401,371.3723220818683,368.6510996506444,332.6676931124242,360.3553855770312,321.6093505222781
2025,1026809,EDI MEDALHISTA PARALÍMPICO RICARDO COSTA DE OLIVEIRA,continuante,4,238,257,239.1351261864285,236.26766236961504,214.21466359175392,232.04106897047012,206.11871093323063
2025,1026810,EDI ALCEBÍADES FRANCISCO ROSA,continuante,4,331,344,381.6139710647415,316.24932239357025,341.8417710421822,370.29321117339936,275.8943056849468
2025,1026811,EDI GERMANO THOMÉ DE OLIVEIRA,continuante,4,43,144,183.89336136482092,132.38343728102942,164.73119952837175,178.4380773671872,115.49063958904748
2025,102802,EDI CAMPOS SALLES,continuante,4,31,52,53.437474920273694,47.80513012926063,47.873780494379936,51.85222681972812,41.70495318493382
2025,102803,EDI RACHEL DE QUEIROZ,continuante,4,53,67,72.62331955073292,61.5950715127012,65.0597347344205,70.46891424724737,53.73522814212627
2025,103601,CM ESPAÇO LIVRE DA CRIANÇA,continuante,4,51,61,46.05209634342867,56.07909495932496,41.25823588466536,44.685939009769456,48.92311815924929
2025,103602,CM DIREITOS HUMANOS,continuante,4,87,91,79.1403158103053,83.65897772620609,70.8974127386187,76.7925807142507,72.98366807363418
2025,103604,CM SONHO INFANTIL,continuante,4,107,155,97.46634798201616,142.49606096221916,87.31317582640898,94.5749624284112,124.31284122432194
2025,103605,CM BRINCADEIRAS DE CRIANÇA,continuante,4,123,175,135.55277884209542,160.88264947347324,121.42954979635076,131.53154120869854,140.35320783391188
2025,103606,CM CAMPOS DA PAZ,continuante,4,102,153,134.494504270441,140.65740211109377,120.48158778156794,130.50466085537263,122.70880456336296
2025,103607,CM ESTÁCIO DE SÁ,continuante,4,227,309,257.84647081898856,284.07279249887563,230.9755716131536,250.1973326681306,247.8236641181644
2025,103801,EDI PROFESSORA SIMONE SOUSA PIMENTEL,continuante,4,134,204,134.494504270441,187.54320281479167,120.48158778156794,130.50466085537263,163.6117394178173
2025,103802,EDI LILY MARINHO,continuante,4,175,247,204.54086396854345,227.074368113988,183.2264442635364,198.4730619892424,198.09852762843568
2025,103804,EDI ZÉLIA GATTAI AMADO,continuante,4,73,78,68.92532140120822,71.70769519389093,61.74720813984563,66.88061897105456,62.55742977740072
